store_name,store_id,visitor_review_count,blog_review_count,coffee_tasty,service_kind,beverage_tatsy,dessert_tasty,store_clean,conv_good,seat_comfy,focus_good,interior_good,restroom_clean,special_menu,value_for_money,view_good,photo_good,store_spacious,parking_easy,vibe_calm,vibe_cozy,vibe_musical,food_tasty,ingred_fresh,kids_good,packaging_good,price_worth,rooms_good,good_for_stay,taste_healthy,menu_variety,custom_good,fast_service,good_for_groups,large_portions,menu_composition_good,tea_tasty,bread_tasty,solos_dining_good,pet_friendly,good_for_party,alcohol_variety,solos_alcohol_good,good_for_special,outdoor_space_good,books_variety,concept_unique,good_for_gifts,course_meal_good,free_snack_good
목동오목로,1113,2910,62,744,286,297,245,170,166,118,117,70,35,86,44,32,14,7,16,3,1,3,1,0,0,0,2,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
목동8단지,1151,4273,107,1414,599,529,374,362,274,156,128,170,115,110,86,39,48,18,25,4,1,4,1,0,1,0,3,0,2,3,4,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
오목교역,957,5151,191,1547,665,602,489,393,388,204,223,162,78,138,112,54,50,23,111,2,7,2,0,0,0,0,1,0,4,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
신월IC DT,953,7017,256,2456,974,1002,827,612,462,348,262,246,210,237,123,161,86,56,128,8,9,5,2,0,0,0,3,0,7,0,3,13,2,0,0,6,3,4,0,0,0,0,0,0,0,0,1,0,0,0
목동7단지,862,3877,69,970,417,371,230,226,178,109,100,79,20,91,53,22,21,3,30,2,3,1,4,1,0,0,3,0,0,2,2,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
목동5단지,625,2968,81,954,347,318,280,247,206,112,104,102,19,96,51,30,19,7,33,3,6,1,0,1,1,0,3,0,2,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
목동,249,3052,119,941,330,363,270,172,164,103,129,65,41,117,76,52,24,6,32,1,3,3,2,1,0,0,2,1,4,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
현대목동,190,5900,186,1798,736,756,525,414,234,163,86,158,108,217,122,29,41,4,377,1,1,1,0,0,1,1,1,0,2,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
목동SBS,2166,684,80,463,82,158,161,71,87,17,40,80,14,85,24,41,14,24,4,1,5,1,0,1,0,0,3,0,5,5,3,0,2,0,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0
목동트라팰리스,1679,4747,127,1581,756,644,511,452,349,220,233,137,94,150,108,73,36,19,200,3,4,3,3,0,0,0,3,0,3,0,4,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
목동10단지,1826,3001,103,1516,452,512,526,476,414,331,222,217,80,153,106,35,41,42,115,2,10,12,2,0,1,1,4,1,4,3,2,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
신월동DT,1808,2485,70,1242,649,449,365,402,223,153,161,166,134,139,58,78,51,17,59,4,5,0,2,0,2,0,1,0,5,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
타임스퀘어R,1551,7364,301,2916,1046,1171,934,585,458,297,115,345,129,418,205,46,91,48,168,4,12,4,0,0,1,0,8,0,6,0,6,2,3,0,3,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0
샛강역,1495,4014,115,1111,496,451,352,360,285,183,153,169,87,99,70,41,39,26,92,3,7,1,1,0,1,0,0,0,2,1,3,2,3,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
영등포역,1462,7986,229,2213,946,960,731,672,535,411,293,357,173,236,150,91,67,57,48,4,8,6,3,0,1,0,7,0,2,1,4,3,2,2,0,3,0,3,4,0,0,0,0,0,0,0,0,1,0,0
당산대로,1390,3716,102,1171,460,387,343,297,218,159,160,106,80,116,59,41,20,17,10,4,5,2,2,2,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
여의도IFC몰(L1)R,1350,6733,273,1707,677,797,515,416,311,203,99,264,90,238,111,37,65,30,154,3,5,1,2,0,1,0,10,0,5,4,6,2,4,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0
여의도KBS R,1334,4550,159,1424,662,540,408,359,248,180,123,208,56,175,69,46,37,19,24,6,9,0,1,0,0,1,1,0,3,3,2,2,2,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
국회대로,1241,3599,116,1192,631,410,290,257,169,128,105,81,44,122,67,93,27,18,13,2,2,2,2,0,0,1,4,0,3,0,2,0,5,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0
영등포KT,1147,4734,180,1404,669,593,435,355,318,167,241,140,63,138,74,30,19,54,42,4,10,0,1,0,0,0,2,0,11,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
여의도공원R,1141,3423,171,1094,455,478,268,292,259,187,74,204,60,113,41,54,41,46,44,6,3,2,2,1,0,0,3,0,4,3,5,1,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
국회의사당역,1124,4927,127,1426,637,543,370,396,293,224,167,148,82,144,96,83,44,6,52,3,5,0,1,1,0,0,2,0,1,3,2,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
여의도역R,1037,5565,298,1933,655,806,527,498,365,251,212,412,121,241,142,119,63,38,43,4,7,4,4,0,0,1,2,0,6,3,5,1,2,2,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0
선유동이레빌딩,1045,3836,121,1281,597,441,281,373,267,246,213,168,96,121,58,55,32,28,111,1,8,0,0,1,0,0,5,0,3,6,6,0,2,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0
동여의도,892,3330,72,1022,437,480,388,233,249,84,139,79,32,113,59,24,15,15,74,2,8,2,1,0,1,0,5,0,4,1,3,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
여의도ABL타워,852,3406,61,836,348,350,222,247,175,121,99,101,52,90,47,29,34,8,52,2,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
영등포신길,849,9343,352,2952,1197,1165,1126,775,721,558,391,387,265,305,192,131,137,100,443,1,3,3,2,1,0,1,8,1,8,6,6,3,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
문래역,851,8478,240,2635,1023,1106,831,579,581,403,293,320,227,263,202,167,130,80,83,4,6,7,3,0,2,1,6,0,13,2,7,8,1,2,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0
당산,725,4815,143,1376,607,518,399,392,300,209,194,149,82,131,80,35,37,23,22,7,7,2,1,0,0,0,2,0,1,1,3,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
여의도한양증권,723,2441,45,727,361,335,202,166,95,56,69,69,23,61,40,29,15,3,22,6,4,2,1,1,0,0,1,0,3,0,2,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
여의도일신,701,3015,76,857,363,335,244,211,142,80,71,84,57,139,99,37,31,6,14,0,2,0,1,0,0,0,1,0,2,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하이테크시티,73,4234,84,984,466,380,247,250,106,85,73,76,33,118,56,28,23,1,64,4,6,1,0,0,0,1,2,0,1,3,2,0,3,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0
여의도,153,4658,199,1281,522,529,319,300,225,143,122,109,43,123,79,27,32,16,28,3,3,2,2,0,0,0,2,0,1,2,2,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0
롯데캐슬여의도,268,2362,57,637,255,250,172,112,65,40,47,35,31,59,50,17,21,0,37,4,10,3,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문래동,323,4930,281,1539,662,642,539,363,226,126,104,94,36,192,105,36,38,1,15,0,7,2,3,0,1,1,1,0,2,2,1,0,3,1,0,1,1,2,0,0,0,1,1,0,0,0,0,2,0,0
여의도호성,375,3401,79,1045,521,430,285,237,250,165,170,114,62,94,63,22,33,30,14,2,4,6,1,0,0,0,1,0,10,0,9,1,14,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
타임스퀘어B2,414,7392,72,2085,593,756,541,245,194,92,45,108,84,227,113,31,38,23,145,5,5,1,2,1,1,1,9,0,2,1,6,4,6,0,0,3,3,2,0,0,0,0,0,0,1,0,0,2,0,0
영등포본동,329,4742,207,1265,472,524,397,306,209,155,108,128,44,132,73,34,30,15,17,3,4,0,1,1,0,0,4,0,8,1,5,3,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
타임스퀘어2F,295,10998,317,2993,949,1237,940,511,542,240,95,213,164,303,181,143,100,36,240,2,2,0,2,0,0,1,7,0,11,2,5,4,10,2,0,5,3,0,1,0,0,0,0,0,1,0,1,0,0,1
여의도의사당,342,3008,88,918,385,388,301,236,227,128,58,119,80,112,66,19,27,22,9,5,5,0,1,0,0,1,0,0,2,2,2,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
여의도IFC(1F),573,5245,186,1452,529,617,381,315,254,121,99,146,47,152,94,73,37,12,38,7,13,3,5,0,1,1,2,0,7,2,5,1,3,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
여의도교직원공제회,2282,113,17,74,31,26,22,14,9,3,5,5,2,8,4,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여의도원센티널,1874,71,18,42,15,35,16,15,16,2,8,22,0,2,2,8,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여의도한강공원,2444,148,380,87,25,35,34,21,12,12,3,52,4,17,6,97,39,4,1,1,2,2,0,0,1,0,1,0,0,1,3,0,0,0,0,3,1,1,0,0,0,1,1,3,5,1,2,0,0,0
선유도역 1번출구,1780,3308,136,1853,849,630,666,422,318,187,307,192,106,197,115,80,49,28,17,5,7,4,2,0,1,0,0,0,4,1,2,0,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
여의도IFC몰(L2)STREET,2468,20,7,11,8,3,2,3,1,0,0,1,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
영등포시장역,1968,1846,81,1021,479,379,330,389,198,131,172,176,106,119,49,40,30,39,18,4,6,3,1,0,0,1,3,0,3,10,0,1,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
영등포구청역,1770,4616,199,2596,949,927,834,664,523,350,252,384,181,240,158,71,85,67,32,6,10,3,2,0,0,0,6,2,6,0,4,2,2,4,0,5,1,4,1,0,0,0,0,0,0,0,0,1,0,0
서울양평역,1851,2787,110,1464,680,644,600,527,388,276,241,245,76,147,94,68,62,53,61,7,14,2,3,1,0,0,2,1,8,3,4,1,4,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0
영등포시장교차로,1778,2891,96,1582,575,558,450,365,280,176,159,151,115,174,91,39,51,22,18,6,9,3,0,0,0,0,5,0,3,1,2,0,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
더현대서울(B2)R,1762,7431,213,3281,1119,1492,958,638,407,326,113,415,187,417,215,56,112,29,278,2,1,4,4,1,2,1,9,0,10,0,14,2,5,1,1,5,2,1,3,1,1,1,0,0,1,0,1,3,1,1
여의도브라이튼,2272,348,39,201,62,102,107,28,38,3,21,41,7,43,15,10,9,11,4,6,2,6,0,0,0,0,0,0,3,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
여의도TP타워,2271,308,62,206,46,73,63,28,44,4,19,38,10,34,18,3,7,1,3,0,4,0,0,0,0,0,1,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
당산역사거리,1714,4894,166,1929,951,812,604,642,538,374,232,282,158,208,123,44,57,46,18,3,7,2,3,0,1,2,4,0,4,3,3,1,6,1,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0
신풍역,2175,1236,73,799,246,258,291,156,130,52,112,87,37,104,33,7,19,31,7,5,14,7,1,0,0,0,5,0,4,5,3,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
불광역,1508,7814,165,2819,1203,1066,986,774,612,355,289,321,208,372,166,57,64,71,145,8,4,1,5,1,0,1,6,0,9,4,5,0,2,0,0,9,0,2,3,0,0,0,0,1,0,0,0,1,0,0
구파발사거리,1336,4816,104,1547,791,658,510,461,294,207,178,143,43,145,84,46,34,12,42,7,2,3,3,1,0,0,2,0,4,2,3,0,2,0,0,4,1,2,0,0,0,0,0,0,0,0,0,2,0,0
연신내역사거리,1304,9582,132,3391,1749,1427,1267,780,800,421,381,263,273,475,208,156,83,50,69,6,13,6,5,0,0,2,7,0,11,7,13,3,4,2,0,10,0,2,1,0,0,0,0,2,0,0,0,4,0,0
연신내,1179,6578,207,2311,1047,897,786,522,436,298,278,189,145,281,135,92,44,25,20,12,10,4,2,0,0,0,15,0,4,1,3,0,1,1,3,9,1,0,0,0,0,0,0,0,0,0,0,2,0,0
구파발역,951,6570,175,2360,1228,888,741,554,437,331,227,204,120,240,162,79,76,29,118,4,7,4,3,0,2,0,7,1,8,2,5,3,2,0,0,5,3,0,2,1,1,0,0,0,0,0,0,1,0,0
은평구청입구,775,8371,227,2879,1140,983,903,737,594,472,363,392,132,266,146,63,68,78,234,5,8,3,2,0,0,0,8,0,7,1,5,3,1,1,0,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0
은평이마트,235,6683,76,2325,1076,1014,659,504,108,87,58,104,73,446,201,29,26,1,279,5,12,1,2,0,0,0,0,0,1,1,57,0,2,0,0,42,0,2,1,0,0,0,0,0,0,0,1,2,0,0
구산역,529,8238,122,2837,1166,1152,984,765,554,353,414,280,258,329,139,103,78,72,29,9,5,3,3,0,0,2,7,1,3,2,9,0,2,0,0,9,1,1,2,0,0,0,1,0,1,0,0,0,0,0
불광역8번출구,2208,688,49,454,213,219,150,151,39,5,23,36,18,146,26,1,8,8,2,4,16,1,2,0,0,1,2,0,1,4,6,0,4,0,0,5,1,1,0,0,0,0,0,12,0,0,0,1,0,0
응암역2번출구,2389,149,34,101,45,42,52,31,19,6,12,26,4,14,7,2,12,5,1,2,4,1,0,0,0,1,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,1963,1995,80,1144,422,377,345,350,269,127,128,167,63,79,66,20,29,13,55,8,10,3,2,0,0,1,4,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
새절역,2088,1591,172,842,356,350,392,247,181,100,88,122,90,184,56,61,31,32,111,2,12,2,9,0,0,2,1,0,1,2,5,4,4,2,0,10,2,5,0,0,0,0,0,1,0,0,0,0,0,0
더북한산,2087,4054,5282,1747,473,656,1239,390,298,237,41,994,177,712,105,2450,1036,162,399,5,3,3,3,1,4,0,12,0,16,1,20,0,2,4,2,2,2,18,0,1,1,0,1,8,190,0,10,2,0,1
녹번역,2042,1937,73,1105,549,414,348,334,239,141,157,173,58,122,64,30,27,11,107,3,13,4,4,1,1,0,2,0,7,1,1,0,2,1,1,4,1,1,2,0,0,0,0,0,0,0,0,1,0,0
진관DT,1956,2807,319,1492,593,594,500,453,289,203,101,448,148,132,89,966,210,14,148,3,4,5,0,2,0,1,1,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0
연신내역5번출구,2388,80,19,53,27,14,28,13,8,0,7,3,0,9,5,2,0,1,0,4,5,3,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
연합뉴스,1472,1738,16,386,209,158,93,82,80,19,15,29,48,33,14,15,8,1,16,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
혜화역,1429,5584,166,1652,671,720,592,408,480,217,201,153,154,175,118,107,55,37,10,6,11,2,2,2,2,2,2,1,9,4,4,2,7,2,0,1,2,2,2,0,0,0,0,0,1,0,0,1,0,0
경희궁로,1528,4380,73,1438,545,465,333,387,250,199,156,158,98,97,75,41,26,25,26,2,3,3,0,0,0,0,3,0,2,2,5,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0
강북삼성병원,1622,2257,26,694,340,287,223,204,102,63,23,61,63,67,43,42,17,2,49,5,3,0,4,0,0,0,1,0,1,1,4,0,2,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0
종로평창동,1427,3239,78,964,445,427,319,235,219,122,139,93,90,103,62,30,27,18,12,1,6,0,2,0,0,0,0,1,3,1,2,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
광화문우체국,1359,7772,206,1867,654,704,572,400,352,197,220,196,97,206,157,106,64,15,26,2,7,0,1,0,1,2,2,1,2,1,1,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
종로R,1305,9822,712,3208,1204,1296,1077,757,689,477,292,480,223,303,202,789,180,89,44,4,11,7,4,0,5,1,8,0,11,3,14,3,7,2,1,7,1,4,1,0,0,0,0,1,8,0,2,1,0,0
독립문역,1320,3336,85,1252,502,489,404,338,313,166,150,166,80,132,69,43,28,26,21,3,5,4,2,0,1,0,4,0,2,3,7,2,1,0,0,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0
정부서울청사R,1333,3793,197,1419,553,499,404,424,347,277,206,342,132,191,79,58,54,36,30,6,8,2,0,0,1,2,5,0,4,3,1,0,4,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
북촌로,843,3751,143,1245,488,550,364,305,281,158,105,143,93,90,65,122,44,16,10,10,5,4,1,0,0,1,1,0,4,1,2,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
종로수송,836,4801,115,1560,691,524,350,322,234,106,157,88,64,87,83,114,32,10,7,6,4,4,0,0,0,1,1,0,5,0,5,3,2,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
새문안로,804,5175,127,1495,647,533,435,359,327,198,205,155,61,131,99,103,45,34,29,15,5,3,2,0,1,2,1,0,8,1,6,0,2,0,1,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0
안국,791,6086,250,2045,836,807,651,563,646,396,269,324,176,185,142,107,63,45,21,10,15,2,2,1,0,1,3,0,3,2,6,0,5,5,0,4,0,1,2,0,0,0,0,1,0,0,0,1,0,0
삼청동,788,3324,391,1164,449,376,299,279,314,183,102,272,103,95,91,272,84,21,9,2,6,0,0,0,0,0,0,0,13,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
적선,189,3922,129,1336,487,537,380,366,295,132,128,114,110,155,69,71,46,17,101,6,7,1,1,0,0,1,2,0,4,1,2,1,2,0,0,0,3,1,1,0,0,0,0,0,2,0,0,1,0,0
인사,164,4574,120,1416,697,620,367,273,174,72,69,105,39,130,120,42,36,3,10,2,5,0,1,0,1,3,0,1,1,2,5,1,8,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
광화문,178,9830,719,3214,1206,1297,1082,757,690,477,292,482,223,305,202,791,181,89,44,4,11,7,4,0,5,1,8,0,11,3,14,3,7,2,1,7,1,4,1,0,0,0,0,1,8,0,2,1,0,0
성대입구,142,4158,116,1302,702,493,341,349,175,99,140,77,29,146,103,55,36,3,6,3,4,2,1,0,1,0,1,0,3,0,1,2,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
스페이스본,111,2417,156,737,306,353,295,172,157,87,116,68,35,160,123,88,28,2,110,7,7,0,4,0,1,0,1,0,2,4,6,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0
주얼리시티,109,5458,136,1650,728,717,468,372,295,120,81,130,73,163,108,73,47,6,46,4,14,2,3,0,1,1,4,0,3,1,4,1,5,0,0,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0
종각,45,6627,296,2275,860,824,617,407,467,249,290,199,119,240,132,125,54,30,19,7,11,6,6,0,0,1,5,0,6,1,2,0,2,1,1,2,1,3,2,0,0,0,0,0,0,0,0,1,0,0
동숭로아트,434,4599,155,1323,673,556,411,473,473,219,343,171,173,136,94,244,61,36,21,6,10,3,2,0,0,0,1,1,14,3,6,0,4,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
종로관철,352,3731,135,1146,475,471,340,279,296,172,154,146,80,97,49,68,35,20,8,3,9,2,1,0,0,0,1,0,1,1,2,0,2,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0
경복궁역,351,6026,249,2038,759,786,622,450,518,307,225,206,103,221,135,76,59,30,16,6,11,4,1,0,1,0,1,0,6,3,4,1,1,3,0,10,1,3,3,0,0,0,0,3,1,0,1,2,0,0
이마빌딩,401,4761,125,1186,828,545,323,392,280,253,149,227,71,106,73,44,27,28,50,4,11,0,2,0,0,1,1,0,1,0,2,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
마로니에공원,301,9059,321,2853,1236,1210,904,691,835,399,356,334,178,227,192,392,97,67,22,9,13,2,5,1,0,1,5,0,19,5,9,2,2,0,0,8,0,2,1,0,0,0,0,0,1,0,0,0,0,0
종로3가,330,3916,187,1089,586,443,375,223,196,98,98,71,80,115,90,35,33,5,12,4,10,2,2,0,1,0,5,0,4,2,3,2,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
대학로,578,7205,176,2064,1020,979,671,767,592,421,323,365,167,222,160,113,80,80,77,3,3,5,10,0,0,1,8,0,19,2,3,3,3,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0
경복궁사거리,383,3017,106,1110,391,465,323,238,219,107,91,106,82,97,74,105,32,7,41,3,11,0,0,0,1,2,0,1,3,0,4,2,1,0,0,3,1,0,5,0,0,0,0,0,2,0,0,0,0,0
종로관수,572,3870,120,1339,499,468,307,215,231,135,224,72,74,117,147,55,24,9,7,6,5,1,0,0,0,0,8,0,3,3,2,2,7,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
그랑서울,2426,21,9,17,4,1,0,1,2,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광화문교보문고,2014,2903,295,1346,495,694,578,486,418,370,382,572,106,240,136,40,73,68,100,17,26,4,2,0,3,0,4,2,6,2,6,2,4,1,0,1,3,1,0,0,0,0,0,0,0,7,7,0,0,0
광장마켓,2414,427,1251,230,85,99,97,51,67,14,13,256,11,117,10,35,98,56,0,0,8,7,1,0,0,0,4,0,2,0,3,0,1,2,0,1,0,2,1,0,0,0,0,2,23,0,42,0,0,0
KT광화문웨스트B1F,2452,58,13,45,4,10,7,6,7,2,0,7,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
정동,1809,2662,79,1317,563,452,368,473,359,286,207,215,45,114,86,56,42,50,16,5,6,1,2,0,1,0,4,0,4,2,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
종로플레이스,1838,2848,83,1481,634,631,426,478,359,289,176,243,106,188,127,40,46,42,133,7,12,1,3,0,0,1,1,0,4,1,6,0,0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
강북삼성병원1층,1833,1272,12,633,245,208,175,128,60,49,16,39,28,64,48,21,11,2,47,1,4,0,4,1,0,1,2,0,3,0,2,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
동숭길입구,1660,4907,162,1988,798,859,766,658,549,364,320,334,227,218,123,77,60,94,22,8,11,6,3,0,0,0,2,0,9,0,6,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
서울대치과병원,1729,2930,91,1338,827,549,326,517,257,197,101,158,160,105,61,79,39,5,49,6,8,0,1,0,0,1,0,0,1,6,8,2,3,0,0,1,0,3,1,0,0,0,0,0,7,0,0,0,0,0
서대문적십자,2363,48,10,41,7,5,8,4,1,0,0,3,0,4,0,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
리저브광화문,2451,122,407,80,32,19,48,17,14,1,7,57,2,40,3,6,18,5,0,1,3,4,2,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
서대문역,1794,3686,119,1889,632,790,640,514,386,258,185,320,150,274,92,90,56,50,35,4,5,1,2,0,0,0,1,1,5,1,6,0,4,0,0,4,0,2,1,0,1,0,0,0,0,0,0,1,0,0
숭례문북창,1426,4082,89,1168,516,464,306,373,332,199,163,186,82,111,63,66,54,38,24,1,0,1,3,1,0,0,3,0,3,2,6,7,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1
을지로4가역,1569,4859,189,1710,563,648,434,494,358,250,194,226,132,122,96,97,45,54,127,4,8,1,3,0,1,0,5,0,6,4,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
동대문두타,1543,6439,115,2045,876,923,674,332,347,167,82,177,121,203,130,412,93,6,174,2,5,0,2,0,0,1,4,0,5,0,1,0,2,0,0,2,1,2,0,0,0,0,0,0,7,0,1,1,0,0
대한상공회의소R,1496,4124,182,948,532,416,288,376,225,175,156,253,51,185,60,75,44,43,39,4,4,1,1,0,0,0,3,1,6,1,9,1,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
국립중앙의료원,1419,6183,132,1897,740,748,632,523,460,260,196,206,115,152,132,49,61,22,25,4,8,1,2,3,0,0,7,0,4,1,4,2,2,1,0,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1
동국대,1367,3131,80,878,351,368,342,291,253,138,172,96,42,85,60,30,45,32,14,0,2,2,1,1,0,0,2,0,2,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
동대문공원,1177,5941,176,1600,637,847,559,385,445,269,309,153,125,212,120,154,62,29,41,9,7,4,2,1,0,0,4,0,4,5,6,1,3,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
을지로국제빌딩,1245,6041,83,1318,628,568,331,382,236,164,128,99,51,135,91,63,51,6,59,4,9,2,0,1,0,1,3,0,3,0,1,4,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,3,0,0
동대입구역,1140,4761,166,1578,781,688,514,416,363,173,216,148,181,193,88,114,83,17,16,7,12,0,7,1,0,1,1,0,6,3,1,0,5,2,1,2,0,2,1,1,0,0,1,0,0,0,0,2,0,0
신당역사거리,1096,6022,117,1758,816,694,563,475,424,265,213,179,96,200,80,45,43,44,44,4,3,3,2,3,0,1,2,0,2,1,3,0,2,1,1,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0
연세세브란스,1101,3882,78,1232,529,464,326,344,253,132,77,145,79,125,76,43,44,24,28,0,1,1,3,0,0,0,7,0,1,0,2,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1
회현역,1001,2580,73,1075,437,380,353,161,159,82,80,79,30,114,88,27,28,1,22,6,7,2,1,0,0,0,3,0,2,0,0,2,2,0,0,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0
